"",,,,,,,,,,,,,,,,,,,,,,,,,,,
"",,,,,,"Manual (M)Automática (A)Automática DuplaEmbreagem (DCT)Automatizada(MTA)Contínua (CVT)","Hidráulica(H)Mecânica(M)Elétrica(E)Eletro-hidráulica(E-H)","Elétrico (E)Gasolina (G)Flex (F)Diesel (D)",,Poluentes,Gás Efeito Estufa,,,,,,,,,,,,,,
"",,,,,,,,,,,"NMOG+NOx(mg/km)","CO(mg/km)","CHO(mg/km)","ReduçãoRelativaaoLimite",Etanol,"GasolinaouDiesel",Etanol,"Gasolina ou Dieselou Elétrico(km/l equivalente)",,,,,,,
"",,,,,,,"Sim(S)Não(N)","CO2fóssil(g/km)","CO2fóssil(g/km)","Cidade(km/l)","Estrada(km/l)","Cidade(km/l)","Estrada(km/l)","ComparaçãoRelativanaCategoria","ComparaçãoAbsolutaGeral",,,,,,,,,,
"","Utilitário EsportivoGrande 4x4",VOLVO,C40,8 CORE,Elétrico,Elétrico,A,S,E,E,,"0,000","0,000","0,000",A,\,0,\,\,"26,3","27,6","0,76",A,A,-
"","Utilitário EsportivoGrande 4x4",VOLVO,C40,P8 RECHARGE,Elétrico,Elétrico,A,S,E,E,,"0,000","0,000","0,000",A,\,0,\,\,"26,3","27,6","0,76",A,A,-
"","Utilitário EsportivoGrande 4x4",VOLVO,XC90,INSC EXPRES,2.0-16V,Plug-in,A-8,S,E,G,,"7,100","68,500","0,100",A,\,36,\,\,"23,5","21,2","0,90",A,A,SIM
"","Utilitário EsportivoGrande 4x4",VOLVO,XC90,T8 EXCELLEN,2.0-16V,Plug-in,A-8,S,E,G,,"7,100","68,500","0,100",A,\,36,\,\,"23,5","21,2","0,90",A,A,SIM
"","Utilitário EsportivoGrande 4x4",VOLVO,XC90,T8 INSCRIPT,2.0-16V,Plug-in,A-8,S,E,G,,"7,100","68,500","0,100",A,\,36,\,\,"23,5","21,2","0,90",A,A,SIM
"","Utilitário EsportivoGrande 4x4",VOLVO,XC90,T8 MOMENTUM,2.0-16V,Plug-in,A-8,S,E,G,,"7,100","68,500","0,100",A,\,36,\,\,"23,5","21,2","0,90",A,A,SIM
"","Utilitário EsportivoGrande 4x4",VOLVO,XC90,T8 POLESTAR,2.0-16V,Plug-in,A-8,S,E,G,,"7,100","68,500","0,100",A,\,36,\,\,"23,5","21,2","0,90",A,A,SIM
"","Utilitário EsportivoGrande 4x4",VOLVO,XC90,T8 R-DESIGN,2.0-16V,Plug-in,A-8,S,E,G,,"7,100","68,500","0,100",A,\,36,\,\,"23,5","21,2","0,90",A,A,SIM
"","Utilitário EsportivoGrande 4x4",VOLVO,XC90,T8 ULT DARK,2.0-16V,Plug-in,A-8,S,E,G,,"7,100","68,500","0,100",A,\,36,\,\,"23,5","21,2","0,90",A,A,SIM
"","Utilitário EsportivoGrande 4x4",VOLVO,XC90,T8 ULTIMATE,2.0-16V,Plug-in,A-8,S,E,G,,"7,100","68,500","0,100",A,\,36,\,\,"23,5","21,2","0,90",A,A,SIM
"","Utilitário EsportivoGrande 4x4",VOLVO,XC90,T8 PLUS,2.0-16V,Plug-in,A-8,S,E,G,,"7,100","68,500","0,100",A,\,36,\,\,"23,5","21,2","0,90",A,A,SIM
"","Utilitário EsportivoGrande 4x4",VOLVO,XC90,T8 CORE,2.0-16V,Plug-in,A-8,S,E,G,,"7,100","68,500","0,100",A,\,36,\,\,"23,5","21,2","0,90",A,A,SIM
"","Fora de EstradaCompacto",JEEP,WRANGLER,SAHARA,2.0-16V,Combustão,A-8,S,E-H,G,,"21,820","172,340","0,480",A,\,163,\,\,"8,0","8,9","2,64",C,D,-
"","Fora de EstradaCompacto",JEEP,RENEGADE,TRAILHAWK TF,1.3 16V T,Combustão,A-9,S,E,F,,"40,607","196,980","6,177",B,0,139,"6,3","7,6","9,1","10,8","2,24",A,C,-
"","Fora de EstradaCompacto",SUZUKI,JIMNY SIERRA,4YOU ALLGRIP,1.5-16V,Combustão,A-4,S,E,G,,"18,300","121,300","2,200",A,\,125,\,\,"10,6","10,8","2,04",A,C,-
"","Fora de EstradaCompacto",SUZUKI,JIMNY SIERRA,4STYLE ALLGRIP,1.5-16V,Combustão,A-4,S,E,G,,"18,300","121,300","2,200",A,\,125,\,\,"10,6","10,8","2,04",A,C,-
"","Fora de EstradaCompacto",SUZUKI,JIMNY SIERRA,4YOU ALLGRIP,1.5-16V,Combustão,M-5,S,E,G,,"22,000","127,800","2,300",A,\,118,\,\,"10,9","11,9","1,92",A,C,-
"","Fora de EstradaCompacto",SUZUKI,JIMNY SIERRA,4ALL ALLGRIP,1.5-16V,Combustão,M-5,S,E,G,,"22,000","127,800","2,300",A,\,118,\,\,"10,9","11,9","1,92",A,C,-
"",Fora de Estrada Grande,CHEVROLET,TRAILBLAZER,LT D4A,2.8 - 16V,Combustão,A-6,S,E,D,,"251,551","40,957","0,000",B,\,224,\,\,"8,2","10,3","3,03",D,D,-
"",Fora de Estrada Grande,CHEVROLET,TRAILBLAZER,PRE D4A,2.8 - 16V,Combustão,A-6,S,E,D,,"251,551","40,957","0,000",B,\,224,\,\,"8,2","10,3","3,03",D,D,-
"",Fora de Estrada Grande,FORD,Bronco Sport,Wildtrak,2.0 - 16V,Combustão,A-8,S,E,G,,"28,600","407,200","1,210",B,\,145,\,\,"8,6","10,5","2,36",B,C,-
"",Fora de Estrada Grande,JEEP,COMMANDER,OVERLAND TD380,2.0 T,Combustão,A-9,S,E,D,,"83,500","16,100",ND,A,\,176,\,\,"10,3","12,9","2,37",B,C,-
"",Fora de Estrada Grande,JEEP,COMMANDER,LIMITED TD380,2.0 T,Combustão,A-9,S,E,D,,"83,500","16,100",ND,A,\,176,\,\,"10,3","12,9","2,37",B,C,-
"",Fora de Estrada Grande,JEEP,WRANGLER,UNLIMITED RUBICON,2.0-16V,Combustão,A-8,S,E-H,G,,"21,380","222,040","0,480",B,\,176,\,\,"7,5","8,2","2,86",C,D,-
"",Fora de Estrada Grande,JEEP,WRANGLER,UNLIMITED SAHARA,2.0-16V,Combustão,A-8,S,E-H,G,,"28,960","162,400","0,486",A,\,165,\,\,"7,9","8,8","2,67",C,D,-
"",Fora de Estrada Grande,JEEP,COMPASS,TRAILHAWK TD,2.0 T,Combustão,A-9,S,E,D,,"63,700","10,700","0,000",A,\,171,\,\,"10,4","13,5","2,31",B,C,-
"",Fora de Estrada Grande,LAND ROVER,DISCOVERY SPORT,D200 S,2.0-16V,Híbrido,A-9,S,E,D,,"17,520","24,240",ND,A,\,160,\,\,"12,3","12,1","2,17",A,C,-
"",Fora de Estrada Grande,LAND ROVER,DISCOVERY SPORT,D200 S 7L,2.0-16V,Híbrido,A-9,S,E,D,,"17,520","24,240",ND,A,\,160,\,\,"12,3","12,1","2,17",A,C,-
"",Fora de Estrada Grande,LAND ROVER,DISCOVERY SPORT,D200 SE,2.0-16V,Híbrido,A-9,S,E,D,,"17,520","24,240",ND,A,\,160,\,\,"12,3","12,1","2,17",A,C,-
"",Fora de Estrada Grande,LAND ROVER,DISCOVERY SPORT,D200 SE RD,2.0-16V,Híbrido,A-9,S,E,D,,"17,520","24,240",ND,A,\,160,\,\,"12,3","12,1","2,17",A,C,-
"",Fora de Estrada Grande,LAND ROVER,DISCOVERY SPORT,D200 SE RD7L,2.0-16V,Híbrido,A-9,S,E,D,,"17,520","24,240",ND,A,\,160,\,\,"12,3","12,1","2,17",A,C,-
"",Fora de Estrada Grande,LAND ROVER,DISCOVERY SPORT,D200 SE 7L,2.0-16V,Híbrido,A-9,S,E,D,,"17,520","24,240",ND,A,\,160,\,\,"12,3","12,1","2,17",A,C,-
"",Fora de Estrada Grande,LAND ROVER,VELAR,P340,3.0-24V,Híbrido,A-8,S,E,G,,"20,160","381,570","0,002",A,\,168,\,\,"7,3","9,7","2,72",C,D,-
"",Fora de Estrada Grande,LAND ROVER,VELAR,P340 SE,3.0-24V,Híbrido,A-8,S,E,G,,"20,160","381,570","0,002",A,\,168,\,\,"7,3","9,7","2,72",C,D,-
"",Fora de Estrada Grande,LAND ROVER,VELAR,P340 SE RDYN,3.0-24V,Híbrido,A-8,S,E,G,,"20,160","381,570","0,002",A,\,168,\,\,"7,3","9,7","2,72",C,D,-
"",Fora de Estrada Grande,LAND ROVER,VELAR,P340 HSE RDYN,3.0-24V,Híbrido,A-8,S,E,G,,"20,160","381,570","0,002",A,\,168,\,\,"7,3","9,7","2,72",C,D,-
"",Fora de Estrada Grande,LAND ROVER,RANGE ROVER SPORT,3.0 TD HSE,3.0-24V,Híbrido,A-8,S,E,D,,"28,020","94,980",ND,A,\,170,\,\,"11,6","11,5","2,30",B,C,-
"",Fora de Estrada Grande,LAND ROVER,RANGE ROVER SPORT,3.0 TD HSED,3.0-24V,Híbrido,A-8,S,E,D,,"28,020","94,980",ND,A,\,170,\,\,"11,6","11,5","2,30",B,C,-
"",Fora de Estrada Grande,LAND ROVER,RANGE ROVER SPORT,3.0 TD SE,3.0-24V,Híbrido,A-8,S,E,D,,"28,020","94,980",ND,A,\,170,\,\,"11,6","11,5","2,30",B,C,-
"",Fora de Estrada Grande,LAND ROVER,EVOQUE,P250FF HSERD,2.0-16V,Combustão,A-9,S,E,F,,"12,120","360,500","3,240",A,0,151,"5,4","7,1","8,2","10,4","2,49",B,D,-
"",Fora de Estrada Grande,LAND ROVER,EVOQUE,P250FF S,2.0-16V,Combustão,A-9,S,E,F,,"12,120","360,500","3,240",A,0,151,"5,4","7,1","8,2","10,4","2,49",B,D,-
"",Fora de Estrada Grande,LAND ROVER,EVOQUE,P250FF SE,2.0-16V,Combustão,A-9,S,E,F,,"12,120","360,500","3,240",A,0,151,"5,4","7,1","8,2","10,4","2,49",B,D,-
"",Fora de Estrada Grande,LAND ROVER,DISCOVERY SPORT,P250FF S,2.0-16V,Combustão,A-9,S,E,F,,"12,840","338,210","3,900",A,0,181,"4,9","6,2","7,0","8,6","2,90",C,D,-
"",Fora de Estrada Grande,LAND ROVER,DISCOVERY SPORT,P250FF S 7L,2.0-16V,Combustão,A-9,S,E,F,,"12,840","338,210","3,900",A,0,181,"4,9","6,2","7,0","8,6","2,90",C,D,-
"",Fora de Estrada Grande,LAND ROVER,DISCOVERY SPORT,P250FF SE,2.0-16V,Combustão,A-9,S,E,F,,"12,840","338,210","3,900",A,0,181,"4,9","6,2","7,0","8,6","2,90",C,D,-
"",Fora de Estrada Grande,LAND ROVER,DISCOVERY SPORT,P250FF SE 7L,2.0-16V,Combustão,A-9,S,E,F,,"12,840","338,210","3,900",A,0,181,"4,9","6,2","7,0","8,6","2,90",C,D,-
"",Fora de Estrada Grande,LAND ROVER,DISCOVERY SPORT,P250FF SE RD,2.0-16V,Combustão,A-9,S,E,F,,"12,840","338,210","3,900",A,0,181,"4,9","6,2","7,0","8,6","2,90",C,D,-
"",Fora de Estrada Grande,LAND ROVER,DISCOVERY SPORT,P250FF SERD7,2.0-16V,Combustão,A-9,S,E,F,,"12,840","338,210","3,900",A,0,181,"4,9","6,2","7,0","8,6","2,90",C,D,-
"",Fora de Estrada Grande,LAND ROVER,DISCOVERY SPORT,D200 S,2.0-16V,Híbrido,A-9,S,E,D,,"25,380","21,600",ND,A,\,151,\,\,"13,0","12,9","2,04",A,C,-
"",Fora de Estrada Grande,LAND ROVER,DISCOVERY SPORT,D200 S 7L,2.0-16V,Híbrido,A-9,S,E,D,,"25,380","21,600",ND,A,\,151,\,\,"13,0","12,9","2,04",A,C,-
"",Fora de Estrada Grande,LAND ROVER,DISCOVERY SPORT,D200 SE,2.0-16V,Híbrido,A-9,S,E,D,,"25,380","21,600",ND,A,\,151,\,\,"13,0","12,9","2,04",A,C,-
"",Fora de Estrada Grande,LAND ROVER,DISCOVERY SPORT,D200 SE RD,2.0-16V,Híbrido,A-9,S,E,D,,"25,380","21,600",ND,A,\,151,\,\,"13,0","12,9","2,04",A,C,-
"",Fora de Estrada Grande,LAND ROVER,DISCOVERY SPORT,D200 SE RD7L,2.0-16V,Híbrido,A-9,S,E,D,,"25,380","21,600",ND,A,\,151,\,\,"13,0","12,9","2,04",A,C,-
"",Fora de Estrada Grande,LAND ROVER,DISCOVERY SPORT,D200 SE 7L,2.0-16V,Híbrido,A-9,S,E,D,,"25,380","21,600",ND,A,\,151,\,\,"13,0","12,9","2,04",A,C,-
"",Fora de Estrada Grande,LAND ROVER,DISCOVERY,D300 HSERD,3.0-24V,Híbrido,A-8,S,E,D,,"21,633","61,267",ND,A,\,171,\,\,"11,4","11,6","2,32",B,C,-
"",Fora de Estrada Grande,LAND ROVER,DISCOVERY,D300 LE,3.0-24V,Híbrido,A-8,S,E,D,,"21,633","61,267",ND,A,\,171,\,\,"11,4","11,6","2,32",B,C,-
"",Fora de Estrada Grande,LAND ROVER,DISCOVERY,D300 SERD,3.0-24V,Híbrido,A-8,S,E,D,,"21,633","61,267",ND,A,\,171,\,\,"11,4","11,6","2,32",B,C,-
"",Fora de Estrada Grande,LAND ROVER,DISCOVERY,D300 SRD,3.0-24V,Híbrido,A-8,S,E,D,,"21,633","61,267",ND,A,\,171,\,\,"11,4","11,6","2,32",B,C,-
"",Fora de Estrada Grande,LAND ROVER,DISCOVERY,D300 SE,3.0-24V,Híbrido,A-8,S,E,D,,"21,633","61,267",ND,A,\,171,\,\,"11,4","11,6","2,32",B,C,-
"",Fora de Estrada Grande,LAND ROVER,VELAR,P340,3.0-24V,Híbrido,A-8,S,E,G,,"19,754","202,271","0,000",A,\,138,\,\,"9,6","10,0","2,24",A,C,-
"",Fora de Estrada Grande,LAND ROVER,VELAR,P340 SE,3.0-24V,Híbrido,A-8,S,E,G,,"19,754","202,271","0,000",A,\,138,\,\,"9,6","10,0","2,24",A,C,-
"",Fora de Estrada Grande,LAND ROVER,VELAR,P340 SE RDYN,3.0-24V,Híbrido,A-8,S,E,G,,"19,754","202,271","0,000",A,\,138,\,\,"9,6","10,0","2,24",A,C,-
"",Fora de Estrada Grande,LAND ROVER,VELAR,P340 HSE RDYN,3.0-24V,Híbrido,A-8,S,E,G,,"19,754","202,271","0,000",A,\,138,\,\,"9,6","10,0","2,24",A,C,-
"",Fora de Estrada Grande,LAND ROVER,DEFENDER 90,-,3.0-24V,Híbrido,A-8,S,E,D,,"25,026","84,566",ND,A,\,167,\,\,"11,6","11,9","2,27",B,C,-
"",Fora de Estrada Grande,LAND ROVER,DEFENDER 90,S,3.0-24V,Híbrido,A-8,S,E,D,,"25,026","84,566",ND,A,\,167,\,\,"11,6","11,9","2,27",B,C,-
"",Fora de Estrada Grande,LAND ROVER,DEFENDER 90,SE,3.0-24V,Híbrido,A-8,S,E,D,,"25,026","84,566",ND,A,\,167,\,\,"11,6","11,9","2,27",B,C,-
"",Fora de Estrada Grande,LAND ROVER,DEFENDER 90,HSE,3.0-24V,Híbrido,A-8,S,E,D,,"25,026","84,566",ND,A,\,167,\,\,"11,6","11,9","2,27",B,C,-
"",Fora de Estrada Grande,LAND ROVER,DEFENDER 90,SE XD,3.0-24V,Híbrido,A-8,S,E,D,,"25,026","84,566",ND,A,\,167,\,\,"11,6","11,9","2,27",B,C,-
"",Fora de Estrada Grande,LAND ROVER,DEFENDER 90,HSE XD,3.0-24V,Híbrido,A-8,S,E,D,,"25,026","84,566",ND,A,\,167,\,\,"11,6","11,9","2,27",B,C,-
"",Fora de Estrada Grande,LAND ROVER,DEFENDER 110,.,3.0-24V,Híbrido,A-8,S,E,D,,"29,396","78,158",ND,A,\,189,\,\,"9,9","11,4","2,56",C,D,-
"",Fora de Estrada Grande,LAND ROVER,DEFENDER 110,7L,3.0-24V,Híbrido,A-8,S,E,D,,"29,396","78,158",ND,A,\,189,\,\,"9,9","11,4","2,56",C,D,-
"",Fora de Estrada Grande,LAND ROVER,DEFENDER 110,SE,3.0-24V,Híbrido,A-8,S,E,D,,"29,396","78,158",ND,A,\,189,\,\,"9,9","11,4","2,56",C,D,-
"",Fora de Estrada Grande,LAND ROVER,DEFENDER 110,SE 7L,3.0-24V,Híbrido,A-8,S,E,D,,"29,396","78,158",ND,A,\,189,\,\,"9,9","11,4","2,56",C,D,-
"",Fora de Estrada Grande,LAND ROVER,DEFENDER 110,SE XD,3.0-24V,Híbrido,A-8,S,E,D,,"29,396","78,158",ND,A,\,189,\,\,"9,9","11,4","2,56",C,D,-
"",Fora de Estrada Grande,LAND ROVER,DEFENDER 110,SE XD 7L,3.0-24V,Híbrido,A-8,S,E,D,,"29,396","78,158",ND,A,\,189,\,\,"9,9","11,4","2,56",C,D,-
"",Fora de Estrada Grande,LAND ROVER,DEFENDER 110,HSE,3.0-24V,Híbrido,A-8,S,E,D,,"29,396","78,158",ND,A,\,189,\,\,"9,9","11,4","2,56",C,D,-
"",Fora de Estrada Grande,LAND ROVER,DEFENDER 110,HSE 7L,3.0-24V,Híbrido,A-8,S,E,D,,"29,396","78,158",ND,A,\,189,\,\,"9,9","11,4","2,56",C,D,-
"",Fora de Estrada Grande,LAND ROVER,DEFENDER 110,HSE XD,3.0-24V,Híbrido,A-8,S,E,D,,"29,396","78,158",ND,A,\,189,\,\,"9,9","11,4","2,56",C,D,-
"",Fora de Estrada Grande,LAND ROVER,DEFENDER 110,HSE XD 7L,3.0-24V,Híbrido,A-8,S,E,D,,"29,396","78,158",ND,A,\,189,\,\,"9,9","11,4","2,56",C,D,-
"",Fora de Estrada Grande,LAND ROVER,DEFENDER 110,X,3.0-24V,Híbrido,A-8,S,E,D,,"29,396","78,158",ND,A,\,189,\,\,"9,9","11,4","2,56",C,D,-
"",Fora de Estrada Grande,LAND ROVER,DEFENDER 110,X 7L,3.0-24V,Híbrido,A-8,S,E,D,,"29,396","78,158",ND,A,\,189,\,\,"9,9","11,4","2,56",C,D,-
"",Fora de Estrada Grande,LAND ROVER,DISCOVERY SPORT,D200 S,2.0-16V,Híbrido,A-9,S,E,D,,"25,271","31,489",ND,A,\,170,\,\,"10,7","12,9","2,30",B,C,-
"",Fora de Estrada Grande,LAND ROVER,DISCOVERY SPORT,D200 S 7L,2.0-16V,Híbrido,A-9,S,E,D,,"25,271","31,489",ND,A,\,170,\,\,"10,7","12,9","2,30",B,C,-
"",Fora de Estrada Grande,LAND ROVER,DISCOVERY SPORT,D200 SE,2.0-16V,Híbrido,A-9,S,E,D,,"25,271","31,489",ND,A,\,170,\,\,"10,7","12,9","2,30",B,C,-
"",Fora de Estrada Grande,LAND ROVER,DISCOVERY SPORT,D200 SE RD,2.0-16V,Híbrido,A-9,S,E,D,,"25,271","31,489",ND,A,\,170,\,\,"10,7","12,9","2,30",B,C,-
"",Fora de Estrada Grande,LAND ROVER,DISCOVERY SPORT,D200 SE RD7L,2.0-16V,Híbrido,A-9,S,E,D,,"25,271","31,489",ND,A,\,170,\,\,"10,7","12,9","2,30",B,C,-
"",Fora de Estrada Grande,LAND ROVER,DISCOVERY SPORT,D200 SE 7L,2.0-16V,Híbrido,A-9,S,E,D,,"25,271","31,489",ND,A,\,170,\,\,"10,7","12,9","2,30",B,C,-
"",Fora de Estrada Grande,LAND ROVER,RANGE ROVER,D350,3.0-24V,Híbrido,A-8,S,E,D,,"33,000","58,200",ND,A,\,194,\,\,"9,5","11,3","2,63",C,D,-
"",Fora de Estrada Grande,LAND ROVER,RANGE ROVER,D350 AB,3.0-24V,Híbrido,A-8,S,E,D,,"33,000","58,200",ND,A,\,194,\,\,"9,5","11,3","2,63",C,D,-
"",Fora de Estrada Grande,LAND ROVER,RANGE ROVER,D350 HSE,3.0-24V,Híbrido,A-8,S,E,D,,"33,000","58,200",ND,A,\,194,\,\,"9,5","11,3","2,63",C,D,-
"",Fora de Estrada Grande,LAND ROVER,RANGE ROVER,D350 LE,3.0-24V,Híbrido,A-8,S,E,D,,"33,000","58,200",ND,A,\,194,\,\,"9,5","11,3","2,63",C,D,-
"",Fora de Estrada Grande,LAND ROVER,RANGE ROVER,D350 SE,3.0-24V,Híbrido,A-8,S,E,D,,"33,000","58,200",ND,A,\,194,\,\,"9,5","11,3","2,63",C,D,-
"",Fora de Estrada Grande,LAND ROVER,RANGE ROVER,D350 SV,3.0-24V,Híbrido,A-8,S,E,D,,"33,000","58,200",ND,A,\,194,\,\,"9,5","11,3","2,63",C,D,-
"",Fora de Estrada Grande,LAND ROVER,RANGE ROVER SPORT,3.0 TD HSE,3.0-24V,Híbrido,A-8,S,E,D,,"21,720","50,280",ND,A,\,190,\,\,"9,7","11,6","2,58",C,D,-
"",Fora de Estrada Grande,LAND ROVER,RANGE ROVER SPORT,3.0 TD HSED,3.0-24V,Híbrido,A-8,S,E,D,,"21,720","50,280",ND,A,\,190,\,\,"9,7","11,6","2,58",C,D,-
"",Fora de Estrada Grande,LAND ROVER,RANGE ROVER SPORT,3.0 TD SE,3.0-24V,Híbrido,A-8,S,E,D,,"21,720","50,280",ND,A,\,190,\,\,"9,7","11,6","2,58",C,D,-
"",Fora de Estrada Grande,Mitsubishi,Pajero Sport,HPE,2.4-16V,Combustão,A-8,S,H,D,,"210,000","15,200",ND,B,\,205,\,\,"8,9","11,4","2,75",C,D,-
"",Fora de Estrada Grande,Mitsubishi,Pajero Sport,HPE-S,2.4-16V,Combustão,A-8,S,H,D,,"210,000","15,200",ND,B,\,205,\,\,"8,9","11,4","2,75",C,D,-
"",Fora de Estrada Grande,TOYOTA,SW4 DIESEL 4X4,SRX,2.8-16V,Combustão,A-6,S,H,D,,"189,254","15,819",ND,B,\,191,\,\,"9,8","11,2","2,59",C,D,-
"",Fora de Estrada Grande,TOYOTA,SW4 DIESEL 4X4,DIAMOND,2.8-16V,Combustão,A-6,S,H,D,,"189,254","15,819",ND,B,\,191,\,\,"9,8","11,2","2,59",C,D,-
"",Fora de Estrada Grande,TOYOTA,SW4 DIESEL 4X4,GRS,2.8-16V,Combustão,A-6,S,H,D,,"189,254","15,819",ND,B,\,191,\,\,"9,8","11,2","2,59",C,D,-
"",Picape Compacta,FIAT,STRADA,FREEDOM CD,1.3-8V,Combustão,M-5,S,E,F,,"52,810","423,150","5,280",B,0,101,"8,9","9,9","12,4","14,0","1,62",A,B,SIM
"",Picape Compacta,FIAT,STRADA,FREEDOM CS,1.3-8V,Combustão,M-5,S,E,F,,"52,475","337,050","4,506",B,0,97,"9,1","10,1","12,9","14,6","1,57",A,B,SIM
"",Picape Compacta,FIAT,STRADA,RANCH AT,1.3-8V,Combustão,CVT-7,S,E,F,,"42,695","387,030","3,870",B,0,102,"8,8","9,9","12,4","13,9","1,63",A,B,SIM
"",Picape Compacta,FIAT,STRADA,VOLCANO AT,1.3-8V,Combustão,CVT-7,S,E,F,,"42,695","387,030","3,870",B,0,102,"8,8","9,9","12,4","13,9","1,63",A,B,SIM
"",Picape Compacta,FIAT,STRADA,VOLCANO CD,1.3-8V,Combustão,M-5,S,E,F,,"52,810","423,150","5,280",B,0,101,"8,9","9,9","12,4","14,0","1,62",A,B,SIM
"",Picape Compacta,FIAT,STRADA,ENDURANCE CD,1.4-8V,Combustão,M-5,S,H,F,,"38,500","377,650","2,082",A,0,107,"8,4","9,2","11,9","13,3","1,72",A,B,SIM
"",Picape Compacta,FIAT,STRADA,ENDURANCE CS,1.4-8V,Combustão,M-5,S,H,F,,"38,500","377,650","2,082",A,0,107,"8,4","9,2","11,9","13,3","1,72",A,B,SIM
"",Picape Compacta,Renault,OROCH,Intense,1.3 - 16V,Combustão,CVT,S,E -H,F,,"33,700","106,100","3,457",B,0,125,"7,4","7,8","10,5","11,0","2,01",E,C,-
"",Picape Compacta,Renault,OROCH,Iconic,1.3 - 16V,Combustão,CVT,S,E -H,F,,"33,700","106,100","3,457",B,0,125,"7,4","7,8","10,5","11,0","2,01",E,C,-
"",Picape Compacta,Renault,OROCH,Outsider Turbo,1.3 - 16V,Combustão,CVT,S,E -H,F,,"33,700","106,100","3,457",B,0,125,"7,4","7,8","10,5","11,0","2,01",E,C,-
"",Picape Compacta,VW,SAVEIRO,TRENDLINE SC,1.6-16V,Combustão,M - 5,S,H,F,,"34,800","152,320","2,804",B,0,110,"8,1","9,0","11,7","12,8","1,77",B,C,-
"",Picape Compacta,VW,SAVEIRO,ROBUST SC,1.6-16V,Combustão,M - 5,S,H,F,,"34,800","152,320","2,804",B,0,110,"8,1","9,0","11,7","12,8","1,77",B,C,-
"",Picape Compacta,VW,SAVEIRO,CROSS CD,1.6-16V,Combustão,M - 5,S,H,F,,"37,950","171,780","2,685",B,0,113,"7,9","8,8","11,4","12,5","1,82",B,C,-
Picape Compacta,VW,SAVEIRO,ROBUST CD,1.6-16V,Combustão,M - 5,S,H,F,,"37,950","171,780","2,685",B,0,113,"7,9","8,8","11,4","12,5","1,82",B,C,-,
"",Fora de Estrada Grande,LAND ROVER,RANGE ROVER SPORT,3.0 TD HSED,3.0-24V,Híbrido,A-8,S,E,D,,"21,720","50,280",ND,A,\,190,\,\,"9,7","11,6","2,58",C,D,-
"",Fora de Estrada Grande,LAND ROVER,RANGE ROVER SPORT,3.0 TD SE,3.0-24V,Híbrido,A-8,S,E,D,,"21,720","50,280",ND,A,\,190,\,\,"9,7","11,6","2,58",C,D,-
"",Fora de Estrada Grande,Mitsubishi,Pajero Sport,HPE,2.4-16V,Combustão,A-8,S,H,D,,"210,000","15,200",ND,B,\,205,\,\,"8,9","11,4","2,75",C,D,-
"",Fora de Estrada Grande,Mitsubishi,Pajero Sport,HPE-S,2.4-16V,Combustão,A-8,S,H,D,,"210,000","15,200",ND,B,\,205,\,\,"8,9","11,4","2,75",C,D,-
"",Fora de Estrada Grande,TOYOTA,SW4 DIESEL 4X4,SRX,2.8-16V,Combustão,A-6,S,H,D,,"189,254","15,819",ND,B,\,191,\,\,"9,8","11,2","2,59",C,D,-
"",Fora de Estrada Grande,TOYOTA,SW4 DIESEL 4X4,DIAMOND,2.8-16V,Combustão,A-6,S,H,D,,"189,254","15,819",ND,B,\,191,\,\,"9,8","11,2","2,59",C,D,-
"",Fora de Estrada Grande,TOYOTA,SW4 DIESEL 4X4,GRS,2.8-16V,Combustão,A-6,S,H,D,,"189,254","15,819",ND,B,\,191,\,\,"9,8","11,2","2,59",C,D,-
"",Picape Compacta,FIAT,STRADA,FREEDOM CD,1.3-8V,Combustão,M-5,S,E,F,,"52,810","423,150","5,280",B,0,101,"8,9","9,9","12,4","14,0","1,62",A,B,SIM
Picape Compacta,FIAT,STRADA,FREEDOM CS,1.3-8V,Combustão,M-5,S,E,F,,"52,475","337,050","4,506",B,0,97,"9,1","10,1","12,9","14,6","1,57",A,B,SIM,
"",,,,,,,,,,,,,,,,,,,,,,,,,
"",Categoria,Marca,Modelo,Versão,Motor,"Tipo dePropulsãoCombustãoHíbridoPlug-inElétrico","TransmissãoVelocidades(no)","ArCond.","DireçãoAssistida",Combustível,,Emissões no Escapamento,Quilometragem por Litro,"ConsumoEnergético(MJ/km)","ClassificaçãoPBE","SeloCONPETdeEficiênciaEnergética((A+B).A).(A.(A+B))",,,,,,,,,
"",,,,,,"Manual (M)Automática (A)Automática DuplaEmbreagem (DCT)Automatizada(MTA)Contínua (CVT)","Hidráulica(H)Mecânica(M)Elétrica(E)Eletro-hidráulica(E-H)","Elétrico (E)Gasolina (G)Flex (F)Diesel (D)",,Poluentes,Gás Efeito Estufa,,,,,,,,,,,,,,
"",,,,,,,,,,,"NMOG+NOx(mg/km)","CO(mg/km)","CHO(mg/km)","ReduçãoRelativaaoLimite",Etanol,"GasolinaouDiesel",Etanol,"Gasolina ou Dieselou Elétrico(km/l equivalente)",,,,,,,
"",,,,,,,"Sim(S)Não(N)","CO2fóssil(g/km)","CO2fóssil(g/km)","Cidade(km/l)","Estrada(km/l)","Cidade(km/l)","Estrada(km/l)","ComparaçãoRelativanaCategoria","ComparaçãoAbsolutaGeral",,,,,,,,,,
